date,cb_score,hawkish_count,dovish_count,total_words,fomc,target,path,lm_pct,lm_std,cb_std,combined
2006-01-31,0.037209302325581395,16,8,215,2006-01-31,0.3987485911527393,0.7046261016213693,3.0195,-0.3644024080070752,2.4246257812816214,1.030111686637273
2006-03-28,0.043478260869565216,22,10,276,2006-03-28,0.26005393419158845,1.2408831138111704,2.7397,-1.1861560679067467,2.6999960479348175,0.7569199900140354
2006-05-10,0.04054054054054054,23,11,296,2006-05-10,0.22892216759513706,1.351522891856268,2.7119,-1.267802786081196,2.570953747737701,0.6515754808282525
2006-08-08,0.06074766355140187,23,10,214,2006-08-08,-0.7847773713587116,-0.015180901610976903,2.8881,-0.7503153133352263,3.4585718126449723,1.354128249654873
2006-10-25,0.05314009661835749,20,9,207,2006-10-25,0.09738052070768824,-0.14918266409085695,3.0576,-0.25250528705576164,3.1244018352497798,1.435948274097009
2006-12-12,0.04608294930875576,20,10,217,2006-12-12,0.24998005526174252,-0.9153911285242337,3.0357,-0.31682410461045374,2.814409589676409,1.2487927425329777
2007-05-09,0.024844720496894408,13,9,161,2007-05-09,-0.030656056533890835,1.1397281470759197,3.5647,1.2368130865508284,1.881499172398819,1.5591561294748237
2007-08-07,0.03431372549019608,21,14,204,2007-08-07,0.38503562621644755,-0.7748526217188832,3.6101,1.3701498133537056,2.29743467614342,1.8337922447485626
2007-09-18,0.0,14,14,254,2007-09-18,-4.95513748952875,-0.6235470806387485,3.5461,1.1821861456139662,0.7901700050174876,0.9861780753157269
2007-12-11,0.021739130434782608,21,15,276,2007-12-11,1.9429229430737607,-0.28587829977069856,2.9982,-0.4269590661767061,1.7450830264761528,0.6590619801497233
2008-03-18,0.034722222222222224,26,16,288,2008-03-18,2.6906581181984515,-1.1524781855046666,3.6332,1.4379929496785173,2.3153783031806334,1.8766856264295755
2008-04-30,0.006600660066006601,21,19,303,2008-04-30,-1.6325649621663696,-0.5442929338381952,3.1142,-0.08627491839842992,1.0801105923910757,0.49691783699632286
2008-06-25,0.04048582995951417,27,17,247,2008-06-25,-0.39527632340447766,-0.6106012814813195,3.3868,0.7143328288805219,2.568550530810953,1.6414416798457374
2008-12-16,-0.022589052997393572,12,38,1151,2008-12-16,-4.210779153715667,-2.4914522410752173,3.6437,1.468830738917068,-0.2020767140655389,0.6333770124257646
2009-01-28,-0.04801670146137787,23,46,479,2009-01-28,0.2855636066856883,-0.23399271906865857,3.04,-0.30419529568418946,-1.3190115747388123,-0.8116034352115009
2009-04-29,-0.051643192488262914,16,38,426,2009-04-29,-0.017890877096900553,0.5435859450955158,3.0894,-0.15911083964757863,-1.4783088159124869,-0.8187098277800328
2009-08-12,-0.047619047619047616,15,35,420,2009-08-12,0.09000520378568985,-0.34587634031471837,3.231,0.256758775226594,-1.3015442324633977,-0.5223927286184018
2009-09-23,-0.042352941176470586,19,37,425,2009-09-23,0.08627089016588217,-2.3158299756943665,3.3981,0.7475201639658192,-1.0702252462008057,-0.16135254111749325
2010-03-16,-0.03139013452914798,25,39,446,2010-03-16,-0.05057091224716089,-0.8020957610047237,3.3708,0.667341911945587,-0.5886730125147552,0.03933444971541589
2010-06-23,-0.016574585635359115,30,36,362,2010-06-23,0.0840857186757961,0.21193561488637175,3.6244,1.4121479453643033,0.0621147731871242,0.7371313592757137
2010-08-10,-0.03870967741935484,28,46,465,2010-08-10,0.16331685264550053,-0.6416790204487024,3.47,0.9586855969421832,-0.9101912460960064,0.024247175423088407
2010-09-21,-0.03263403263403263,31,45,429,2010-09-21,0.2075748702111649,-0.2464553577909618,3.7217,1.6979114589748747,-0.6433124794099723,0.5272994897824512
2010-11-03,-0.012170385395537525,38,44,493,2010-11-03,0.3871016632344076,-0.20967743721458215,3.4215,0.8162443799831616,0.2555736684605068,0.5359090242218342
2010-12-14,-0.02032520325203252,37,47,492,2010-12-14,0.18770919038310824,-0.05719193127784772,3.5994,1.338724637653468,-0.1026348524438659,0.6180448926048011
2011-01-26,-0.020594965675057208,31,40,437,2011-01-26,0.12942518378480827,-0.1295745838067981,3.68,1.575441381713202,-0.11448443636440561,0.7304784726743982
2011-03-15,-0.004310344827586207,37,39,464,2011-03-15,0.05889285338756454,0.12729973763476893,3.0645,-0.2322404541275713,0.6008338024868902,0.18429667417965945
2011-04-27,-0.00646551724137931,36,39,464,2011-04-27,-0.09593038048528345,-0.17853272531454606,3.0744,-0.20316482427408036,0.5061657012215915,0.1515004384737556
2011-06-22,-0.006535947712418301,31,34,459,2011-06-22,0.0460772688334768,0.23567573575479134,3.47,0.9586855969421832,0.5030719724220719,0.7308787846821276
2011-08-09,-0.011385199240986717,35,41,527,2011-08-09,0.22112579286954237,-0.7381164694509629,3.681,1.5783783140216352,0.2900637546899894,0.9342210343558123
2011-09-21,-0.031879194630872486,35,54,596,2011-09-21,0.3310100209033926,1.1977873808962813,3.4277,0.8344533602954494,-0.6101554660477362,0.11214894712385659
2011-11-02,0.0,38,38,493,2011-11-02,-0.0015702727973757426,0.41735488047251884,3.4375,0.8632352969180963,0.7901700050174876,0.8267026509677919
2011-12-13,-0.013729977116704805,30,36,437,2011-12-13,0.1384123636739121,0.2417579704022916,3.231,0.256758775226594,0.1870670440962255,0.22191290966140975
2012-01-25,-0.011764705882352941,26,31,425,2012-01-25,0.1538779923663267,-0.44988072575323196,3.6007,1.3425426496544304,0.2733935463457395,0.807968098000085
2012-03-13,0.002304147465437788,30,29,434,2012-03-13,0.10659255419908353,0.3620040289562837,3.231,0.256758775226594,0.8913819842504337,0.5740703797385138
2012-04-25,0.002257336343115124,31,30,443,2012-04-25,-0.09811109273128386,0.17075446329958624,3.1898,0.13575716411913724,0.8893257589387035,0.5125414615289203
2012-06-20,-0.015810276679841896,27,35,506,2012-06-20,0.23135244463390506,0.39978455902292764,3.3794,0.6925995297981143,0.09568780759300397,0.39414366869555917
2012-08-01,-0.0064794816414686825,26,29,463,2012-08-01,0.5006355354622913,0.12695301375712983,3.645,1.4726487509180317,0.5055523009974103,0.989100525957721
2012-09-13,-0.02460456942003515,31,45,569,2012-09-13,0.3857440913287277,0.20457270068300804,3.3333,0.5572069503793334,-0.2906102864049734,0.13329833198718002
2012-10-24,-0.02882882882882883,30,46,555,2012-10-24,-0.008829543032491758,0.07268609019239827,3.1963,0.15484722412395432,-0.4761651009168863,-0.160658938396466
2012-12-12,-0.02865329512893983,41,61,698,2012-12-12,0.17298230697303105,-0.08076656094968161,2.7417,-1.1802822032898803,-0.46845460779336046,-0.8243684055416204
2013-01-30,-0.013719512195121951,47,56,656,2013-01-30,0.07706750168445901,-0.021536383469555817,2.6549,-1.435207927661901,0.18752672623107397,-0.6238406007154135
2013-03-20,-0.016845329249617153,48,59,653,2013-03-20,0.15722654528949848,0.11874497196185493,2.9718,-0.5044940791193491,0.050222089461462255,-0.22713599482894342
2013-05-01,-0.022091310751104567,49,64,679,2013-05-01,0.09038413588282361,0.07447177131312249,2.6786,-1.3656026319520291,-0.18021288865921187,-0.7729077603056205
2013-06-19,-0.018387553041018388,52,65,707,2013-06-19,0.14290121029599684,0.09303139502289395,2.6667,-1.4005521264223864,-0.017521631237507752,-0.709036878829947
2013-07-31,-0.018309859154929577,49,62,710,2013-07-31,0.1225324723379187,-0.11319237947331116,2.6432,-1.4695700356705714,-0.014108849675866923,-0.7418394426732192
2013-09-18,-0.014760147601476014,54,66,813,2013-09-18,0.0819551783792399,-0.27184350586473777,2.9745,-0.49656436188657904,0.14181577642562646,-0.17737429273047628
2013-10-30,-0.018963337547408345,52,67,791,2013-10-30,0.07137991096167119,0.08634183174736457,2.8249,-0.935929435228219,-0.04281354088198007,-0.48937148805509956
2013-12-18,-0.025755879059350503,53,76,893,2013-12-18,0.10938836080394833,0.06260171087897137,2.9619,-0.53356970897284,-0.34118271245537646,-0.4373762107141082
2014-01-29,-0.028037383177570093,50,74,856,2014-01-29,0.09038413588282361,0.07447177131312249,2.9915,-0.4466365126432111,-0.44140006004135146,-0.44401828634228124
2014-03-19,-0.03756906077348066,52,86,905,2014-03-19,-0.0048565424028375395,0.6017616360020809,3.3195,0.5166772845229527,-0.8600885204646695,-0.17170561797085843
2014-04-30,-0.028639618138424822,52,76,838,2014-04-30,0.07756855132877809,0.18284776943311853,3.1161,-0.08069474701240638,-0.4678538323218517,-0.274274289667129
2014-06-18,-0.02909090909090909,52,76,825,2014-06-18,0.03890304752662206,0.34142407476647507,2.8531,-0.8531079441303965,-0.4876772382435624,-0.6703925911869795
2014-07-30,-0.035227272727272725,49,80,880,2014-07-30,0.12199793091939773,-0.08503828925287037,2.8289,-0.9241817059944853,-0.7572231411189401,-0.8407024235567127
2014-09-17,-0.03571428571428571,51,84,924,2014-09-17,0.053630422237220726,0.5502755083710918,2.8129,-0.9711726229294202,-0.7786156730931764,-0.8748941480112983
2014-10-29,-0.030913978494623656,53,76,744,2014-10-29,0.05556153045449513,0.7728121127325153,2.7941,-1.026386950327969,-0.5677573830245388,-0.7970721666762539
2014-12-17,-0.034759358288770054,53,79,748,2014-12-17,0.23726270984234143,-1.6038094910949352,3.2401,0.2834848592333385,-0.7366695319672228,-0.22659233636694218
2015-01-28,-0.032758620689655175,43,62,580,2015-01-28,0.1225324723379768,-0.11319237947357234,3.0769,-0.19582249350299566,-0.6487851342150527,-0.42230381385902416
2015-03-18,-0.03541315345699832,42,63,593,2015-03-18,0.05577236036097766,-1.6268865218603634,3.2357,0.27056235707623155,-0.7653881378645875,-0.24741289039417796
2015-04-29,-0.017543859649122806,45,55,570,2015-04-29,0.08984959446427225,0.1026258615337335,2.9186,-0.6607388779280069,0.019538443840319338,-0.3206002170438438
2015-06-17,-0.032432432432432434,38,56,555,2015-06-17,-0.042805264235726406,-0.8969241118088501,2.6235,-1.5274276021467106,-0.6344569891586831,-1.0809422956526968
2015-07-29,-0.03460837887067395,38,57,549,2015-07-29,-0.015524546861163958,-0.07430785165355418,2.648,-1.4554727605900912,-0.7300376102008608,-1.092755185395476
2015-09-17,-0.03015075376884422,42,60,597,2015-09-17,-1.4843952472459105,-0.3787068770177032,2.7565,-1.1368156051250653,-0.5342319744930227,-0.835523789809044
2015-10-28,-0.027210884353741496,42,58,588,2015-10-28,0.06169226117440873,1.089946588087466,2.7735,-1.0868877558816974,-0.40509527354301833,-0.7459915147123579
2015-12-16,-0.013289036544850499,41,49,602,2015-12-16,0.4905468303032785,0.4134075238997948,2.7439,-1.1738209522113263,0.2064357992088684,-0.483692576501229
2016-01-27,-0.019435736677115987,52,83,1595,2016-01-27,-0.07981860663765922,-0.6399438104261714,2.9366,-0.6078740963762059,-0.06356414457502423,-0.3357191204756151
2016-03-16,-0.019925280199252802,53,85,1606,2016-03-16,-0.594420449651158,-1.4940631446675787,2.6194,-1.539469024611287,-0.08506783283254664,-0.8122684287219168
2016-04-27,-0.01738050900062073,57,85,1611,2016-04-27,-0.10512386190002745,0.4503543539275026,2.7356,-1.1981974903713242,0.026713784260963363,-0.5857418530551805
2016-06-15,-0.019657577679137603,50,81,1577,2016-06-15,-0.1777832277069232,-0.737434673246432,3.0769,-0.19582249350299566,-0.07330873220512266,-0.13456561285405916
2016-07-27,-0.018738288569643973,55,85,1601,2016-07-27,-0.00683916226062403,0.26787169625568424,2.7735,-1.0868877558816974,-0.03292803971265471,-0.5599078977971761
2016-09-21,-0.020134228187919462,56,89,1639,2016-09-21,-0.9057417750172263,0.021703630946225707,2.7273,-1.222574028531321,-0.09424608197107463,-0.6584100552511978
2016-11-02,-0.020820575627679118,54,88,1633,2016-11-02,0.168657838425545,0.14545771138347877,2.7314,-1.2105326060667445,-0.124394578914755,-0.6674635924907497
2016-12-14,-0.019695044472681066,54,85,1574,2016-12-14,-0.16018254071250113,1.25784344785178,2.7864,-1.0490013291029059,-0.07495449854036267,-0.5619779138216343
2017-02-01,-0.026675341574495772,49,90,1537,2017-02-01,-0.11642141468532052,-0.3137314253696552,3.0207,-0.36087808923695414,-0.3815710219643227,-0.3712245556006384
2017-03-15,-0.02245028864656831,52,87,1559,2017-03-15,0.21010096311952403,-0.9910124476103674,2.6856,-1.345044105792995,-0.1959813513317431,-0.770512728562369
2017-05-03,-0.01864951768488746,57,86,1555,2017-05-03,0.29916953606996416,0.25726832793515264,2.7994,-1.0108212090932716,-0.02902868991875628,-0.5199249495060139
2017-06-14,-0.022670025188916875,50,86,1588,2017-06-14,0.5418746518836697,0.16718965811542802,2.6316,-1.5036384504483993,-0.20563349846837467,-0.854635974458387
2017-07-26,-0.022063595068137574,49,83,1541,2017-07-26,-0.05966433906999884,-0.15437353106003893,2.6941,-1.3200801811713103,-0.17899544959727698,-0.7495378153842936
2017-09-20,-0.021045918367346938,51,84,1568,2017-09-20,-0.08262585382706758,1.2203021201602806,2.9052,-0.7000937708610157,-0.13429298386915367,-0.41719337736508466
2017-11-01,-0.019404915912031046,52,82,1546,2017-11-01,0.057606905055144667,0.20419308722696927,2.9734,-0.4997949874258561,-0.06221031167912151,-0.2810026495524888
2017-12-13,-0.015789473684210527,51,75,1520,2017-12-13,0.1961918692371978,-0.16265817662427196,2.7113,-1.2695649454662559,0.0966015999580361,-0.5864816727541099
2018-01-31,-0.0171939477303989,48,73,1454,2018-01-31,0.1282087567355655,0.26067362062200367,2.8053,-0.9934933084735144,0.03490867442775942,-0.47929231702287745
2018-03-21,-0.016205266711681297,51,75,1481,2018-03-21,0.002221262368985408,0.042866730808343044,2.7869,-1.0475328629486886,0.07833747585451241,-0.4845976935470881
2018-05-02,-0.017881705639614855,48,74,1454,2018-05-02,0.09686430528343534,-0.12073198949211346,2.8053,-0.9934933084735144,0.004698221204170259,-0.49439754363467203
2018-06-13,-0.014803849000740192,40,60,1351,2018-06-13,-0.15928340307941374,0.751594264195036,2.931,-0.6243209173034325,0.13989614880581341,-0.24221238424880956
2018-08-01,-0.016430171769977596,39,61,1339,2018-08-01,0.07149113987145435,-0.045182654403716646,2.9565,-0.54942914343838,0.06845829649159582,-0.24048542347339208
2018-09-26,-0.014372163388804841,38,57,1322,2018-09-26,0.41677493155823375,-0.2345470001099763,2.9772,-0.488634644653809,0.15885837055843066,-0.16488813704768918
2018-11-08,-0.0149812734082397,38,58,1335,2018-11-08,0.0413770425819724,0.1938326688450339,2.9514,-0.5644074982113908,0.1321026044617034,-0.2161524468748437
2018-12-19,-0.016886930983847283,39,62,1362,2018-12-19,0.8251030639203198,0.08731950956490125,2.906,-0.6977442250142679,0.048394691725808,-0.32467476664422995
2019-01-30,-0.02204261572373255,37,67,1361,2019-01-30,0.01590398980943161,-0.6329078443689973,2.8814,-0.76999275980173,-0.17807391093619196,-0.474033335368961
2019-03-20,-0.02178649237472767,36,66,1377,2019-03-20,0.2817412965540306,-0.9483924535033404,3.2149,0.20947416506081654,-0.16682343696723126,0.02132536404679264
2019-05-01,-0.021433850702143386,35,64,1353,2019-05-01,-0.33376405491580646,-0.6124881987391846,3.1034,-0.11799378732951002,-0.15133329921448524,-0.13466354327199764
2019-06-19,-0.018011527377521614,39,64,1388,2019-06-19,1.0328766446968298,-2.6147216135796243,2.8523,-0.855457489977143,-0.0010043283236254035,-0.4282309091503842
2019-07-31,-0.020905923344947737,38,68,1435,2019-07-31,1.223716592504504,0.33188143576117596,3.0151,-0.3773249101641821,-0.12814356265704754,-0.2527342364106148
2019-09-18,-0.021861777150916785,38,69,1418,2019-09-18,0.7581039788547811,0.36766624659313674,3.0612,-0.2419323307454012,-0.17013039596985827,-0.20603136335762973
2019-10-30,-0.022447501810282405,36,67,1381,2019-10-30,0.034194496544390586,0.4076494177871365,3.0664,-0.22666028274154776,-0.19585893676387117,-0.21125960975270947
2019-12-11,-0.021561338289962824,36,65,1345,2019-12-11,0.16820385242405939,-0.056302508984488936,3.1142,-0.08627491839842992,-0.1569333188679095,-0.12160411863316972
2020-01-29,-0.022292993630573247,23,30,314,2020-01-29,0.46962979021150575,-0.013505256542008067,3.4602,0.9299036603195349,-0.18907201061846823,0.3704158248505333
2020-04-29,-0.026748971193415638,35,74,1458,2020-04-29,-0.7480817065418282,0.4465455178281202,3.5948,1.3252147490346746,-0.38480527653041713,0.4702047362521288
2020-06-10,-0.025325119780971937,36,73,1461,2020-06-10,0.10319972043684139,-0.03390422680678261,3.5831,1.2908526410260026,-0.32226118082963623,0.48429573009818316
2020-07-29,-0.02564102564102564,35,73,1482,2020-07-29,0.08241066905131221,-0.11205597203449516,3.3762,0.6832013464111271,-0.33613766131837375,0.17353184254637666
2020-09-16,-0.0375,19,31,320,2020-09-16,0.02515070946856666,0.09026153874131893,3.6392,1.4556145435291186,-0.8570549569987096,0.2992797932652045
2020-11-05,-0.04564315352697095,13,24,241,2020-11-05,-0.028266524263263686,0.03058421281546904,3.5427,1.1722005757652925,-1.214751110576224,-0.021275267405465814
2020-12-16,-0.047244094488188976,15,27,254,2020-12-16,-0.004852834723220797,0.17216097467316963,3.5313,1.1387195474491512,-1.2850740416170916,-0.07317724708397022
2021-01-27,-0.04633204633204633,15,27,259,2021-01-27,0.2402917469387056,-0.045170176278456056,3.645,1.4726487509180317,-1.2450114152341847,0.11381866784192352
2021-03-17,-0.04633204633204633,15,27,259,2021-03-17,-0.19688566937804744,0.05880194898440979,3.5032,1.0561917495821727,-1.2450114152341847,-0.09440983282600601
2021-04-28,-0.04633204633204633,15,27,259,2021-04-28,-0.05207669721907608,0.10687216710966793,3.5088,1.0726385705093993,-1.2450114152341847,-0.08618642236239271
2021-06-16,-0.04633204633204633,15,27,259,2021-06-16,0.4267473529551024,0.3331741329811375,3.5313,1.1387195474491512,-1.2450114152341847,-0.05314593389251676
2021-07-28,-0.05357142857142857,15,30,280,2021-07-28,-0.022170034196597858,0.15791104843857345,3.5088,1.0726385705093993,-1.5630085121485084,-0.2451849708195546
2021-09-22,-0.05154639175257732,16,31,291,2021-09-22,0.14327819730081898,0.12887294378237502,3.4591,0.9266730347802579,-1.474056746894811,-0.27369185605727653
2021-11-03,-0.049723756906077346,14,32,362,2021-11-03,-0.048073943265641954,0.21523919692918914,3.3846,0.7078715778019677,-1.3939956904736026,-0.34306205633581743
2021-12-15,-0.02956298200514139,40,86,1556,2021-12-15,-0.04450762714475513,0.9625922180326609,3.4865,1.007144980031334,-0.508413512595967,0.24936573371768345
2022-01-26,-0.056074766355140186,7,19,214,2022-01-26,-0.04734435633677507,0.04593820690111179,3.5714,1.2564905330173322,-1.6729701251001905,-0.20823979604142917
2022-03-16,-0.012318840579710146,41,58,1380,2022-03-16,-0.6715920987663702,3.389442696749643,3.7037,1.6450466774230736,0.2490526261909107,0.9470496518069922
2022-05-04,-0.012005649717514125,42,59,1416,2022-05-04,-0.5410110853987461,-0.2720457515255421,3.8079,1.9510750239618366,0.2628098476865017,1.106942435824169
2022-06-15,-0.011420413990007138,41,57,1401,2022-06-15,1.0308146075855327,1.295952354023171,3.6184,1.3945263515137023,0.28851691166018745,0.8415216315869449
2022-07-27,-0.012601927353595256,40,57,1349,2022-07-27,-0.3930679039132265,0.4342451309906647,3.5533,1.2033320582346871,0.23661775684797232,0.7199749075413298
